Basvuru Yili,Degerlendirme Puani,Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri,Universite Adi,Universite Turu,Burslu ise Burs Yuzdesi,Burs Aliyor mu?,Bölüm,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,Lise Adi,Lise Adi Diger,Lise Sehir,Lise Turu,Lise Bolumu,Lise Bolum Diger,Lise Mezuniyet Notu,Baska Bir Kurumdan Burs Aliyor mu?,Burs Aldigi Baska Kurum,Baska Kurumdan Aldigi Burs Miktari,Anne Egitim Durumu,Anne Calisma Durumu,Anne Sektor,Baba Egitim Durumu,Baba Calisma Durumu,Baba Sektor,Kardes Sayisi,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Uye Oldugunuz Kulubun Ismi,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Spor Dalindaki Rolunuz Nedir?,Aktif olarak bir STK üyesi misiniz?,Hangi STK'nin Uyesisiniz?,Stk Projesine Katildiniz Mi?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Girisimcilikle Ilgili Deneyiminizi Aciklayabilir misiniz?,Ingilizce Biliyor musunuz?,Ingilizce Seviyeniz?,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite",id
2022,35.0,Kadın,29.04.2002 00:00,Aydın,İstanbul,Yıldız Teknik Üniversitesi,Devlet,,Hayır,İstatistik,1,Hazırlığım,,Dörtgen anadolu lisesi,,Aydın,Devlet,Sayısal,,75 - 100,Hayır,-,-,İlkokul,Hayır,-,İlkokul,Evet,Özel Sektör,3.0,Evet,,Hayır,-,Evet,Aisec gönüllülük programında ekip üyesiydim,,Hayır,-,Evet,,,60653
2022,35.0,Kadın,18.08.2000 00:00,İstanbul,İstanbul,Dokuz Eylül Üniversitesi,Devlet,,Hayır,Tarih,4,2.50 - 2.99,,Hayreddin Karaman Kız İmam Hatip Anadolu Lisesi,,İstanbul,Devlet,Sözel,,50 - 74,Evet,KYK,500₺ - 999₺,Eğitimi yok,Hayır,-,Eğitimi yok,Hayır,-,4.0,Hayır,,Hayır,-,Evet,Birçok dernek ve sivil toplum kuruluşundan hem eğitim alıp kendimi geliştirdim. Hemde birçok gönüllü faaliyetine katıldım. Eğitim verdim.,,Hayır,-,Evet,,,60654
2022,35.0,Erkek,8.05.1999 00:00,Mersin,İstanbul,MEF Üniversitesi,Özel,,Evet,Endüstri Mühendisliği,3,3.00 - 3.49,,Sesim Sarpkaya Fen Lisesi,,Mersin,Devlet,Sayısal,,75 - 100,Evet,KYK,500₺ - 999₺,Eğitimi yok,Hayır,-,Ortaokul,Evet,Diğer,3.0,Evet,,Hayır,-,Evet,"Üniversitemiz, Dersdem Okulda Üniversite kulübü bünyesinde ortaokul öğrencilerine gönüllü bir şekilde özel ders verdim.",,Hayır,-,Evet,,,60655
2022,35.0,Kadın,9.09.2001 00:00,İstanbul,Adana,Çağ Üniversitesi,Özel,,Hayır,Hukuk,2,2.50 - 2.99,,Piri Reis Anadolu Lisesi,,Adana,Devlet,Eşit Ağırlık,,75 - 100,Hayır,-,-,Yüksek Lisans,Hayır,-,Üniversite,Evet,Kamu,1.0,Hayır,,Evet,Bireysel,Evet,"Kızılay,Lösev,Yeşilay,Tema ve AIESEC'te gönüllülük yapıyorum. Yazın Kızılay ile yangın zamanı saha çalışmalarına katıldım. AIESEC'te de giden taraflı sosyal sorumluluk gönüllüleri departmanında takım liderliği yapıyorum. Yurt dışına sosyal sorumluluk projelerine gitmek isteyen kişilere uygun projeler buluyorum ve bu projeleri açan yurt dışı şubeleri ile iletişime geçiyorum. Aynı zamanda Yenişehir Triathlon'da gönüllü olarak 30 farklı ülkeden gelen sporculara çevirmenlik yaptım.",,Hayır,-,Evet,,,60656
2022,35.0,Erkek,20.06.2002 00:00,İstanbul,İstanbul,Bahçeşehir Üniversitesi,Özel,,Evet,Uluslararası Ticaret ve İşletmecilik,1,Hazırlığım,,Zincirlikuyu Uğur Anadolu Lisesi (Uğur Okulları),,İstanbul,Özel,Eşit Ağırlık,,75 - 100,Evet,Kredi ve Yurtlar Kurumu,500₺ - 999₺,Eğitimi yok,Hayır,-,İlkokul,Hayır,-,4.0,Evet,,Evet,Takım Oyuncusu,Evet,"Okul başkan yardımcılığı, kulüp başkanlığı, sosyal sorumluluk projelerinin planlanması ve desteklenmesi gibi farklı görevleri üstlendiğim lise hayatım boyunca birçok inisiyatif alarak programlar ve içerikler ürettim. Kardeşlik Eli, Sen Çok Yaşa Resim Sergisi, Engelsiz Yaşam Konseri gibi birçok sosyal sorumluluk projelerinin planlanmasına ve uygulanmasına destek oldum. SosyalBen Vakfı’nda e-Gönüllü olup Genç Kapasite Güçlendirme ekibine dahil oldum. Gönüllüler için eğitim programı hazırladık.",,Evet,"2020 yılında Mef Üniversitesi ve Mehmet Zorlu Vakfı tarafından desteklenen Yetkin Gençler’e kabul edilen 100 lise öğrencisinden biri oldum. 112 saat süren eğitimlerle: Excel, sunum becerileri, algoritmik düşünme, vb. derslerle 21. yüzyıl yetkinlikleri ve becerileri eğitimleri aldım. Bu süreçte GirişGen dersi için ekibimizle birlikte yaratıcı, üretken kadınların ürettikleri ürünleri satabilecekleri; Birleşmiş Milletler Sürdürülebilir Kalkınma Hedefleri’nden 5 hedefe değinen ve değişime ön ayak olacağını düşündüğümüz kapsayıcı, şeffaf, adil ve çeşitlilik odaklı bir platform prototipi kurup bu projeyi Zorlu Holding yöneticisine sunma fırsatı yakaladık. Türkiye’nin en büyük girişimlerinden olan Insider’ın lise öğrencilerine hazırladığı 1+1+1 programıyla İngilizce, kodlama, kültür dersleri aldım. Mezun olurken ekibimizle birlikte yılan oyunu yapıp bu oyun hakkında hazırladığımız sunumla onlarca takım arasından “En İyi Sunum” ödülüne layık görüldük.",Evet,,,60657
2022,35.0,Erkek,27.12.2000 00:00,Trabzon,Kocaeli,Yalova Üniversitesi,Devlet,,Hayır,Endüstri Mühendisliği,2,0 - 1.79,,Darıca Anadolu Lisesi,,Kocaeli,Devlet,Sayısal,,50 - 74,Hayır,-,-,Ortaokul,Evet,Özel Sektör,Lise,Evet,Diğer,1.0,Evet,,Evet,Takım Oyuncusu,Evet,"Okulumdaki Endüstri Mühendisliği Kulübünün yönetim kurulu üyesiyim. Okulumuzdaki öğrenciler için ( CV hazırlama, Canva kullanımı, Excel kullanımı, Cloud 101 gibi ) eğitimler düzenliyoruz. Okulumuzdan mezun olan eski öğrencilerle belli aralıklarla öğrencileri buluşturuyoruz. Bu sene 3 tane zirve düzenledik. Bunlardan iki tanesi yüz yüze, bir tanesi ise online olarak gerçekleşti.",,Evet,"İş fikrimiz, Filoupe adında bir film öneri platformu oluşturmaktı. Sitenin Tasarımları ve kodlarının bir kısmı yazılmıştı ancak ürünü tamamlayıp pazara süremeden dağılmıştık.",Evet,,,60658
2022,35.0,Kadın,2.12.1999 00:00,Kayseri,Kayseri,Erciyes Üniversitesi,Devlet,,Hayır,Elektrik-Elektronik Mühendisliği,4,2.50 - 2.99,,Ali Rıza Özderici,,Kayseri,Devlet,Sayısal,,75 - 100,Hayır,-,-,Lise,Hayır,-,Üniversite,Hayır,-,1.0,Evet,,Hayır,-,Evet,"E-Ticaret 101 Akademi, Uludağ İnsan Kaynakalrı Kulübü,You New Generation,IEEE gibi gönüllü faaliyetlerde hem sosyal medya yönetimi hem de pazarlama alanı üzerine sayısız gönüllü faaliyetler geliştirerek",,Evet,Google Solution Challenge bünyesinde bir startup kurma ve girişimcilik üzerine aldığımız eğitimler sonucunda derece ile mezun olduk. Kendi seçmeli derslerim bünyesinde 2 dönem boyunca girişimcilik eğitimleri aldım. Kosgeb girişimcilik eğitimlerini tamamlayarak sertifikasını aldım.,Evet,,,60659
2022,35.0,Kadın,20.05.1999 00:00,Elazığ,İstanbul,İskenderun Teknik Üniversitesi,Devlet,,Hayır,Şehir ve Bölge Planlama,4,3.50 - 4.00,,Çubukbey Anadolu Lisesi,,Elazığ,Devlet,Sayısal,,75 - 100,Evet,İstanbul Ticaret Odası,500₺ - 999₺,İlkokul,Hayır,-,İlkokul,Evet,Özel Sektör,3.0,Hayır,,Hayır,-,Evet,Akbank'ın Şehrin İyi Hali adlı oluşumunda Çorbada Tuzun Olsun derneğinde gönüllülük çalışmalarında bulunmuştum.,,Hayır,-,Evet,,,60660
2022,35.0,Erkek,31.10.2000 00:00,Sakarya,İstanbul,Yıldız Teknik Üniversitesi,Devlet,,Hayır,İktisat,4,2.50 - 2.99,,Adapazarı Anadolu İmam Hatip Lisesi,,Sakarya,Devlet,Eşit Ağırlık,,75 - 100,Hayır,-,-,Üniversite,Evet,Kamu,Üniversite,Evet,Kamu,3.0,Evet,,Evet,Bireysel,Evet,AIESEC İstanbul da incoming global volunteer bölümünde takım üyesi olarak görev yaptım.,,Hayır,-,Evet,,,60661
2022,35.0,Kadın,24.02.2001 00:00,İstanbul,İstanbul,İstanbul Teknik Üniversitesi,Devlet,,Hayır,Gıda Mühendisliği,2,2.50 - 2.99,,nişantaşı nuri akın anadolu lisesi,,İstanbul,Devlet,Sayısal,,75 - 100,Hayır,-,-,Lise,Hayır,-,Lise,Hayır,-,2.0,Evet,,Hayır,-,Hayır,-,,Evet,itü girişimcilik kulübünü aktif olarak takip ediyor ve bir dahaki donem ekibinde yer almak istiyorum. girişime ilgim var.,Evet,,,60662
2022,35.0,Kadın,16.05.2002 00:00,İstanbul,İstanbul,İstanbul Bilgi Üniversitesi,Özel,,Evet,Ekonomi,2,3.50 - 4.00,,Adile Mermerci Anadolu Lisesi,,İstanbul,Devlet,Eşit Ağırlık,,75 - 100,Hayır,-,-,Üniversite,Hayır,-,Üniversite,Evet,Diğer,1.0,Hayır,,Hayır,-,Evet,Ece Çiftçi’nin kurucusu olduğu Gençlik Kooperatifi’nde fikir ve içerik gönüllüsüyüm.,,Evet,"Şu an kurulma aşamasında olan, gençlere yönelik e-mentorluk sağlayacak bir girişimde aktif olarak iş ve ürün geliştirme süreçlerinde yer alıyorum.",Evet,,,60663
2022,35.0,Kadın,10.06.1998 00:00,Erzurum,İstanbul,İstanbul Teknik Üniversitesi,Devlet,,Hayır,Jeoloji Mühendisliği,4,2.50 - 2.99,,Erzurum Aziziye Emel Çatal Anadolu Lisesi,,Erzurum,Devlet,Sayısal,,75 - 100,Hayır,-,-,İlkokul,Hayır,-,Ortaokul,Evet,Diğer,4.0,Evet,,Hayır,-,Evet,"AIESEC ile 2018 yılında yurtdışına ingilizce öğretmenliği yapmak için gitmiştim. Bahrain'de ilkokul çağındaki çocuklarla haftanın 5 günü ders işledik. Ekibimiz 50 kişiden oluşuyordu ve biz her gün bir şeyler yapıyorduk, oyunlar, yemek yarışmaları, kültür geceleri derken çok fazla deneyim kazandım ve İngilizce konuşarak bunları deneyimledim. İlk yurtdışı deneyimimdi hemen ardından okulumuzun IAESTE kulübüne dahil oldum yönetim kurulu, başkanlık derken 5 senelik kulüp hayatını deneyimleyebildim",,Evet,"Değişim Liderleri Derneği'nin Kıvılcımlar Programına dahil oldum 2021 Eylül ayında. Program bizleri 6 kişilik gruplara ayırıp sürdürülebilir bir proje hayata çıkarmamızı istedi. Bizlerde 6 kadın üniversite öğrencisi ve bir proje kolaylaştırıcısı ile Dönüşüm Elçileri Projesini hayata geçirdik. Amacımız 10-14 yaş aralığındaki çocuklarda İklim Krizi farkındalığını kazandırabilmekti. Bizler projeyi hayata geçirip yaklaşık 400 çocukla atölyeler yaparak tamamen akademik dile sahip iklim konularını her yaş grubunun anlayabileceği dile yorumlamaya çalıştık ve başardık. Projenin aslında temel amacı Khan academy gibi bir platform kurup iklim alanındaki didaktik bilgiyi daha anlaşılabilir bir dile çevirip, sorunların daha farkında bireyler gelişmesine katkı sağlamak. Bu eğitimleri ekip olarak bizler verdik ve tüm akademik bilgiyi alanında uzman profesörlerden aldık ve ona göre sunumlar hazırladık. Bundan sonraki süreçte planımız ise eğitimleri online sisteme çevirmek.",Evet,,,60664
2022,35.0,Kadın,10.01.2001 00:00,Niğde,İstanbul,Yeditepe Üniversitesi,Özel,,Evet,Genetik ve Biyomühendislik,3,1.80 - 2.49,,Hayrullah Kefoğlu Anadolu Lisesi,,İstanbul,Devlet,Sayısal,,75 - 100,Hayır,-,-,Üniversite,Hayır,-,Yüksek Lisans,Evet,Kamu,1.0,Evet,,Hayır,-,Evet,Karbon ayak izini azaltmak ve sürdürülebilirliğe katkı sağlamak için Anadolu Efes'in sponsorluğunda İmeceLab'ın yürüttüğü karbon ayak izini azalt mesele sürecine katıldım ve takımımla birlikte geliştirdiğimiz mobil uygulama fikri ile finalist takımlardan biri olduk.,,Hayır,-,Evet,,,60665
2022,35.0,Erkek,3.01.2000 00:00,Muğla,Eskişehir,Eskişehir Osmangazi Üniversitesi,Devlet,,Hayır,Elektrik-Elektronik Mühendisliği,3,1.80 - 2.49,,Muğla Yönelt Temel Lisesi,,Muğla,Özel,Sayısal,,75 - 100,Hayır,-,-,Üniversite,Hayır,-,Lise,Hayır,-,1.0,Hayır,,Hayır,-,Evet,Üniversitemiz bünyesindeki öğrenci kulüplerindeki gönüllü faaliyetlerine katılım sağladım.,,Evet,"Next-Game Startup Oyun Yapımı Yarışması'nda kurduğumuz ekibin liderliğini yaptım ve ekibimiz yarı final aşamasına kadar çıktı. Ayrıca 3 kişilik bir ekiple deri işleme(kartlık,cüzdan,çanta,vb.) üzerine çalışıyor ve üretiyoruz. En yakın zamanda bu ürünlerin e-ticaret ile satışını planlıyoruz.",Evet,,,60666
2022,35.0,Erkek,28.08.2003 00:00,İstanbul,İstanbul,Nişantaşı Üniversitesi,Özel,,Hayır,Diğer,1,Hazırlığım,,Bahçelievler Final Anadolu Lisesi,,İstanbul,Özel,Eşit Ağırlık,,75 - 100,Evet,T3 VAKFI,500₺ - 999₺,Lise,Hayır,-,Lise,Hayır,-,2.0,Evet,,Evet,Bireysel,Evet,Ülkemizde orman yangınları çıktığı zaman okulumuzun yardım düzenlemesinde gönüllü olarak rol oynamış bulunmaktayım ve Ayrıyeten Üniversitemizin kurumsal iletişim kordinatörlüğün ile birlikte düzenlediği etkinliklerin aktif olarak 3 etkinliğinde gönüllü olarak rol oynamış bulunuyorum.,,Evet,2020-2021 Yılında facebook üzerinden ürün satmayı denedim başlarda güzel maliyetlerde getirisi oldu fakat sonradan sipariş alamadım ve elimdeki başlangıç sermayem bittiğinden dolayı devam edemeyip başarısızlık ile ilk girişimcilik deneyim sonuçlanmıştı.,Evet,,,60667
2022,35.0,Erkek,15.02.2002 00:00,Trabzon,İstanbul,Samsun Üniversitesi,Devlet,,Hayır,Denizcilik İşletmeleri Yönetimi,3,2.50 - 2.99,,açıköğretim lisesi,,İstanbul,Devlet,Eşit Ağırlık,,75 - 100,Evet,kyk,500₺ - 999₺,Eğitimi yok,Hayır,-,Eğitimi yok,Hayır,-,3.0,Evet,,Evet,Bireysel,Evet,afad eğitim kurslarına katılım sağlıyorum,,Hayır,-,Evet,,,60668
2022,35.0,Erkek,29.08.2002 00:00,Kocaeli,Kocaeli,Sakarya Üniversitesi,Devlet,,Hayır,İşletme,1,Hazırlığım,,Tevfik Seno Arda Anadolu lisesi,,Kocaeli,Devlet,Eşit Ağırlık,,75 - 100,Hayır,-,-,İlkokul,Hayır,-,Lise,Evet,Özel Sektör,1.0,Evet,,Evet,Bireysel,Evet,"Üniversitedeki bir klüp adına , etkinlikler düzenliyoruz okullara , bakımevlerine , barınaklara ve bunlara elimden geldiğince katılım sağlamaya çalışıyorum",,Evet,Sosyal medya influencerlığı adına Instagramda sayfam bulunuyordu fakat uzun süre etkileşim almadığını için bırakmak durumunda kaldım,Evet,,,60669
2022,35.0,Kadın,15.06.2003 00:00,İstanbul,İstanbul,Üsküdar Üniversitesi,Özel,,Evet,Çocuk Gelişimi,2,3.50 - 4.00,,SANCAKTEPE TOLGA ÇİNAR MESLEKI VE TEKNIK ANADOLU LISESI,,İstanbul,Devlet,Eşit Ağırlık,,75 - 100,Hayır,-,-,Ortaokul,Hayır,-,İlkokul,Hayır,-,2.0,Evet,,Hayır,-,Evet,Kimsesiz çocukları ziyaret Kızılay vakfı etkinlik katılimlari Sosyal hizmetler ile huzur evi ziyaretleri,,Evet,Avm organizasyonlarinda,Hayır,,,60670
2022,35.0,Erkek,27.03.2000 00:00,Van,Ağrı,Ağrı İbrahim Çeçen Üniversitesi,Devlet,,Hayır,Çocuk Gelişimi,1,2.50 - 2.99,,Çaldıran Anadolu İmam hatip lisesi,,Ağrı,Devlet,Sözel,,75 - 100,Hayır,-,-,İlkokul,Hayır,-,İlkokul,Hayır,-,4.0,Evet,,Evet,Bireysel,Evet,Kızılay,,Hayır,-,Evet,,,60671
2022,35.0,Erkek,24.01.2002 00:00,Diyarbakır,Diyarbakır,Muş Alparslan Üniversitesi,Devlet,,Hayır,Hemşirelik,3,2.50 - 2.99,,Hazro çok programlı Anadolu lisesi,,Diyarbakır,Devlet,Sayısal,,75 - 100,Hayır,Kyk,-,İlkokul,Hayır,-,İlkokul,Hayır,-,4.0,Evet,,Evet,Bireysel,Hayır,-,,Hayır,-,Evet,,,60672
2022,35.0,Erkek,1.12.2000 00:00,İstanbul,Sakarya,Sakarya Uygulamalı Bilimler Üniversitesi,Devlet,,Hayır,Turizm Rehberliği,3,1.80 - 2.49,,Denizyıldızları Mesleki ve Teknik Anadolu Lisesi,,Kocaeli,Devlet,Dil,,50 - 74,Hayır,-,-,İlkokul,Hayır,-,İlkokul,Hayır,-,4.0,Hayır,,Evet,Bireysel,Hayır,-,,Evet,"Butik mağazası, ayakkabı alım satım, 2.el ürün alım satım, marka oluşturma, sosyal medya yönetimi, fotoğraf ajansı oluşturma",Evet,,,60673
2022,35.0,Kadın,5.11.2003 00:00,Samsun,Samsun,Burdur Mehmet Akif Ersoy Üniversitesi,Devlet,,Hayır,Diğer,2,1.80 - 2.49,,Köprülü Mehmet Paşa Anadolu Lisesi,,Samsun,Devlet,Sayısal,,50 - 74,Hayır,-,-,İlkokul,Evet,Diğer,İlkokul,Hayır,-,2.0,Hayır,,Evet,Bireysel,Evet,Büyüdüm çocuk olduğuma gönüllüyüm.,,Hayır,-,Evet,,,60674
2022,35.0,Erkek,13.11.2001 00:00,Kayseri,Kayseri,Süleyman Demirel Üniversitesi,Devlet,,Hayır,İşletme,2,2.50 - 2.99,,Mimar Sinan Mesleki ve teknik Anadolu lisesi,,Kayseri,Devlet,Eşit Ağırlık,,50 - 74,Hayır,-,-,Ortaokul,Hayır,-,Ortaokul,Evet,Özel Sektör,2.0,Evet,,Evet,Bireysel,Hayır,-,,Hayır,-,Evet,,,60675
2022,35.0,Kadın,18.06.2001 00:00,İstanbul,İstanbul,İstanbul Üniversitesi-Cerrahpaşa,Devlet,,Hayır,Kimya Mühendisliği,1,Hazırlığım,,Bahçelievler Dede Korkut Anadolu Lisesi,,İstanbul,Devlet,Sayısal,,75 - 100,Evet,Kyk,500₺ - 999₺,Eğitimi yok,Hayır,-,İlkokul,Hayır,-,4.0,Hayır,,Evet,Bireysel,Evet,Gönüllü olarak kütüphanede ve bilim etkinlerinde görev aldım.,,Hayır,-,Evet,,,60676
2022,35.0,Erkek,13.09.2003 00:00,Yozgat,İstanbul,İstanbul Ticaret Üniversitesi,Özel,,Evet,Bilgisayar Mühendisliği,1,Hazırlığım,,Açık öğretim,,Diğer,Devlet,Sayısal,,75 - 100,Hayır,-,-,İlkokul,Hayır,-,İlkokul,Evet,Diğer,4.0,Evet,,Evet,Bireysel,Hayır,-,,Hayır,-,Evet,,,60677
2022,35.0,Kadın,22.06.2000 00:00,İstanbul,İstanbul,İstanbul Medipol Üniversitesi,Özel,,Evet,Yönetim Bilişim Sistemleri,4,3.00 - 3.49,,Özden Cengiz Anadolu Lisesi,,İstanbul,Devlet,Eşit Ağırlık,,75 - 100,Evet,Yüksek Öğrenim ve Kredi Yurtlar Kurumu,500₺ - 999₺,İlkokul,Hayır,-,Ortaokul,Evet,Diğer,2.0,Hayır,,Hayır,-,Evet,"Okulumun Genç TEMA topluluğunda ve Çevre Kulübü'nde, çevre ve doğayla ilgili konularda farkındalık oluşturmak adına sosyal medya hesaplarında içerik üretmek ve etkinlikleri duyurmak amacıyla görev aldım. Dostext adlı sosyal sorumluluk projesinde işitme engelli bireylere kolaylık sağlamak amacıyla yürütülen faaliyeti duyurmak adına network ekibinde yer almaktayım.",,Hayır,-,Evet,,,60678
2022,35.0,Erkek,7.10.2000 00:00,Bursa,Bursa,Eskişehir Osmangazi Üniversitesi,Devlet,,Hayır,İnşaat Mühendisliği,2,0 - 1.79,,Uğur Okulları,,Bursa,Devlet,Sayısal,,75 - 100,Hayır,-,-,Ortaokul,Hayır,-,Ortaokul,Evet,Özel Sektör,2.0,Evet,,Evet,Lider/Kaptan,Evet,Yoksul okullara kitap vs kıyafet toplayıp temin ettim,,Evet,Okul başkanlığı,Evet,,,60679
2022,35.0,Erkek,29.11.2003 00:00,İzmir,Antalya,Akdeniz Üniversitesi,Devlet,,Hayır,Bilgisayar Mühendisliği,1,Hazırlığım,,Bergamalı Kadri Anadolu İmam Hatip Lisesi,,İzmir,Devlet,Sayısal,,75 - 100,Hayır,-,-,İlkokul,Evet,Özel Sektör,İlkokul,Evet,Özel Sektör,1.0,Evet,,Evet,Bireysel,Evet,Milli bayramlarda Kızılay tarafından yapılan etkinliklerde gönüllü olarak bulundum.,,Hayır,-,Evet,,,60680
2022,35.0,Kadın,17.07.2002 00:00,Diyarbakır,İstanbul,Bolu Abant İzzet Baysal Üniversitesi,Devlet,,Hayır,Halkla İlişkiler ve Tanıtım,2,1.80 - 2.49,,Bağcılar fatih mesleki ve teknik Anadolu lisesi,,İstanbul,Devlet,Sözel,,50 - 74,Hayır,-,-,İlkokul,Hayır,-,İlkokul,Hayır,-,4.0,Hayır,,Hayır,-,Evet,Bolu abant izzet baysal üniversitesinde bu yıl gerçekleşen BATIKAF etkinliğinde görev aldım. BAİBÜ genç Tema ya gönüllü olarak üyeyim orda gerçekleşen etkinliklere gönüllü olarak katılıyorum.,,Evet,Uyguna aldığım kıyafetleri dolap uygulaması üzerinden kârlı bir şekilde sattım.,Evet,,,60681
2022,35.0,Erkek,17.07.2003 00:00,Kırklareli,İstanbul,İstanbul Teknik Üniversitesi,Devlet,,Hayır,Kimya Mühendisliği,1,Hazırlığım,,KEŞAN FEN LİSESİ,,Edirne,Devlet,Sayısal,,75 - 100,Hayır,-,-,Üniversite,Evet,Özel Sektör,Üniversite,Hayır,-,0.0,Evet,,Evet,Bireysel,Evet,Lüleburgaz Belediyesi'nin çocuklar için yaptığı etkinliklere eğer şehirdeysem gönüllü olarak katılıyorum.,,Hayır,-,Evet,,,60682
2022,35.0,Kadın,24.09.1999 00:00,Gaziantep,İstanbul,Mimar Sinan Güzel Sanatlar Üniversitesi,Devlet,,Hayır,İç Mimarlık,4,3.50 - 4.00,,İstanbul Atatürk Anadolu Lisesi,,İstanbul,Devlet,Sayısal,,75 - 100,Hayır,-,-,Üniversite,Hayır,-,Üniversite,Hayır,-,0.0,Hayır,,Hayır,-,Evet,Kendi oluşturduğumuz küçük gruplarla sokak hayvanlarına yardım adına çalışmalarda bulunduk.,,Hayır,-,Evet,,,60683
2022,35.0,Kadın,26.03.1999 00:00,Denizli,İstanbul,İstanbul Gelişim Üniversitesi,Özel,,Evet,Odyoloji,2,3.00 - 3.49,,Elit Grup Anadolu Li,,Denizli,Özel,Sayısal,,75 - 100,Hayır,-,-,Lise,Evet,Özel Sektör,Üniversite,Evet,Özel Sektör,0.0,Hayır,,Evet,Bireysel,Evet,Yeryüzü doktorları Ahbap,,Hayır,-,Evet,,,60684
2022,35.0,Erkek,3.11.1999 00:00,Tokat,Tokat,Karabük Üniversitesi,Devlet,,Hayır,İngiliz Dili ve Edebiyatı,3,1.80 - 2.49,,Turhal Şeker Fen Lisesi,,Tokat,Devlet,Dil,,75 - 100,Evet,Kyk bursu,500₺ - 999₺,İlkokul,Hayır,-,İlkokul,Hayır,-,4.0,Hayır,,Hayır,-,Evet,"Stk'ların düzenlediği faaliyetlere katılımım oldu. Kızılay, yeşilay faaliyetleri.",,Hayır,-,Evet,,,60685
2022,35.0,Kadın,17.06.2001 00:00,İstanbul,İstanbul,İstanbul Üniversitesi,Devlet,,Hayır,Siyaset Bilimi ve Uluslararası İlişkiler,3,2.50 - 2.99,,Plevne Anadolu Lisesi,,İstanbul,Devlet,Eşit Ağırlık,,75 - 100,Evet,Gençlik ve Spor Bakanlığı,500₺ - 999₺,İlkokul,Evet,Özel Sektör,Ortaokul,Evet,Diğer,1.0,Hayır,,Evet,Takım Oyuncusu,Evet,"AIESEC adlı dünyanın en büyük genç liderlik organizasyonunda 1 yıldır aktif üyelik yapmaktayım. Sürecim boyunca 5 ayrı takımda bulundum ve 4 kere takım liderliği yapma şansı edindim. Minimumda 2 kişiye liderlik yaptığım bu deneyimlerimde insan kaynakları, pazarlama, iş geliştirme ve satış gibi alanlarda görev edindim.",,Hayır,-,Evet,,,60686
2022,35.0,Erkek,6.03.2002 00:00,Giresun,Ankara,Hacettepe Üniversitesi,Devlet,,Hayır,Matematik,3,2.50 - 2.99,,Giresun Mimar Sinan Anadolu Lisesi,,Giresun,Devlet,Sayısal,,75 - 100,Hayır,-,-,İlkokul,Hayır,-,Üniversite,Evet,Kamu,2.0,Evet,,Evet,Takım Oyuncusu,Evet,Okulumuzda bulunan IEEE Hacettepe ve Hacettepe Yapay Zeka Topluluklarında aktif olarak görev alıyorum. Etkinliklerde kurumsal ilişkiler alanında şirketlerle iletişime geçiyorum.,,Hayır,-,Evet,,,60687
2022,35.0,Erkek,1.01.2003 00:00,Artvin,Trabzon,Karadeniz Teknik Üniversitesi,Devlet,,Hayır,Orman Mühendisliği,2,1.80 - 2.49,,Artvin ardanuç anadolu lisesi,,Artvin,Devlet,Sayısal,,75 - 100,Hayır,-,-,Lise,Hayır,-,Lise,Hayır,-,2.0,Hayır,,Evet,Takım Oyuncusu,Evet,Ağaç dikimi cevre temizleme gibi birçok faaliyette bulundum,,Evet,Borsayla ilgileniyorum azda olsa kazandım,Evet,,,60688
2022,35.0,Kadın,20.07.2000 00:00,Van,Ankara,Hacettepe Üniversitesi,Devlet,,Hayır,İnşaat Mühendisliği,3,2.50 - 2.99,,Hakkari Fen lisesi,,Hakkari,Devlet,Sayısal,,75 - 100,Evet,Kyk,500₺ - 999₺,Eğitimi yok,Hayır,-,İlkokul,Hayır,-,4.0,Evet,,Hayır,-,Evet,engelli bireyler için yardım kampanyaları,,Hayır,-,Evet,,,60689
2022,35.0,Erkek,5.03.2001 00:00,Diyarbakır,Şanlıurfa,Harran Üniversitesi,Devlet,,Hayır,Odyoloji,2,1.80 - 2.49,,Sağlık meslek lisesi,,Şanlıurfa,Devlet,Sayısal,,75 - 100,Hayır,-,-,Eğitimi yok,Hayır,-,İlkokul,Hayır,-,0.0,Evet,,Evet,Takım Oyuncusu,Hayır,-,,Hayır,-,Hayır,,,60690
2022,35.0,Kadın,15.12.2000 00:00,Şırnak,Şırnak,Gümüşhane Üniversitesi,Devlet,,Hayır,Psikoloji,4,3.00 - 3.49,,Cizre Merkez Anadolu Lisesi,,Şırnak,Devlet,Eşit Ağırlık,,75 - 100,Hayır,-,-,İlkokul,Hayır,-,Lise,Hayır,-,4.0,Hayır,,Hayır,-,Evet,TOG tarafından başlatılan öğrencim olur musun projesinde yer almış ve Lgs'ye hazırlanan bir öğrencimize rehberlik yapmıştım.,,Hayır,-,Evet,,,60691
