Basvuru Yili,Degerlendirme Puani,Cinsiyet,Universite Adi,Universite Turu,Burs Aliyor mu?,Bölüm,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,Lise Turu,Lise Bolumu,Baska Bir Kurumdan Burs Aliyor mu?,Anne Egitim Durumu,Anne Calisma Durumu,Anne Sektor,Baba Egitim Durumu,Baba Calisma Durumu,Baba Sektor,Kardes Sayisi,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Aktif olarak bir STK üyesi misiniz?,Stk Projesine Katildiniz Mi?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Ingilizce Biliyor musunuz?
2022,30.0,2,96,1,0,12,4,3,0.0,0,0,1,4,0,0,5,0,0,2.0,1,0,1,0.0,0,1
2022,30.0,2,189,1,0,64,4,1,0.0,1,2,0,1,0,0,1,1,1,2.0,1,1,1,0.0,0,0
2022,30.0,1,58,1,0,12,4,3,0.0,0,0,0,0,0,0,1,0,0,2.0,1,0,1,0.0,0,1
2022,30.0,1,18,2,0,21,3,3,0.0,1,2,0,4,1,1,1,1,3,1.0,1,0,1,0.0,0,1
2022,30.0,1,72,1,0,67,5,3,0.0,1,2,0,1,0,0,1,0,0,2.0,0,1,1,0.0,0,1
2022,30.0,1,73,1,0,145,3,3,0.0,1,3,0,3,0,0,3,1,1,3.0,0,0,1,0.0,0,1
2022,30.0,1,97,1,0,21,2,2,0.0,1,2,1,1,0,0,3,1,3,3.0,0,0,1,0.0,1,1
2022,30.0,1,110,1,0,9,2,3,0.0,1,2,1,1,1,2,3,1,1,2.0,0,0,0,0.0,0,1
2022,30.0,1,136,1,0,15,4,5,0.0,1,0,1,1,0,0,1,1,3,4.0,0,0,1,0.0,0,1
2022,30.0,1,58,1,0,2,5,2,0.0,0,0,0,3,1,3,4,0,0,1.0,0,0,1,0.0,0,1
2022,30.0,1,223,1,0,142,4,3,0.0,0,2,0,1,1,3,3,0,1,1.0,0,0,1,0.0,0,1
2022,30.0,2,76,2,1,21,1,0,0.0,1,2,0,1,0,0,3,1,3,1.0,1,0,1,0.0,0,1
2022,30.0,2,39,2,0,116,1,0,0.0,0,0,0,5,1,2,4,1,3,4.0,1,1,0,0.0,0,1
2022,30.0,1,66,1,0,12,1,0,0.0,1,0,1,1,0,0,2,0,0,2.0,1,1,0,0.0,1,1
2022,30.0,1,196,1,0,8,5,3,0.0,0,0,0,2,0,0,4,1,2,2.0,0,0,1,0.0,0,1
2022,30.0,1,211,1,0,135,3,5,0.0,1,2,0,0,0,0,1,0,0,4.0,0,0,1,0.0,0,1
2022,30.0,2,35,2,1,124,1,0,0.0,1,1,1,1,0,0,4,1,2,1.0,0,0,1,0.0,0,1
2022,30.0,2,102,1,0,10,4,2,0.0,0,2,1,3,0,0,4,0,0,1.0,0,1,1,0.0,0,1
2022,30.0,2,118,1,0,225,3,5,0.0,1,1,1,1,0,0,2,1,3,4.0,0,1,0,0.0,0,0
2022,30.0,2,129,1,0,10,4,3,0.0,1,2,0,1,0,0,1,1,3,3.0,0,0,1,0.0,1,1
2022,30.0,2,89,1,0,36,1,0,0.0,1,2,0,4,1,2,4,1,2,1.0,1,1,0,0.0,0,1
2022,30.0,2,133,1,0,10,4,2,0.0,1,2,0,4,0,0,4,1,2,3.0,0,0,1,0.0,0,1
2022,30.0,2,166,1,0,9,3,3,0.0,1,2,0,4,1,2,3,0,3,2.0,0,0,0,0.0,0,1
2022,30.0,2,80,1,0,15,3,4,0.0,1,0,1,4,1,2,4,0,0,1.0,1,0,1,0.0,0,1
2022,30.0,2,61,2,1,15,5,3,0.0,0,0,0,3,1,3,2,1,3,1.0,1,0,1,0.0,1,1
2022,30.0,2,73,1,0,10,1,0,0.0,1,2,0,4,1,2,3,0,0,1.0,1,0,1,0.0,0,1
2022,30.0,2,192,2,1,8,2,4,0.0,0,0,0,3,0,0,3,1,1,1.0,0,1,1,0.0,0,0
2022,30.0,1,90,2,1,12,4,4,0.0,1,0,0,5,1,2,4,1,3,1.0,1,0,0,0.0,0,1
2022,30.0,1,64,1,0,90,3,5,0.0,1,2,0,3,0,0,2,1,1,2.0,0,0,1,0.0,0,1
2022,30.0,2,66,1,0,12,2,3,0.0,0,0,1,4,1,3,4,1,3,1.0,0,1,0,0.0,1,1
2022,30.0,1,1,2,0,8,3,3,0.0,0,0,0,3,0,0,4,1,3,2.0,0,1,0,0.0,1,1
2022,30.0,1,179,1,0,31,3,3,0.0,1,2,1,1,0,0,1,1,1,4.0,0,0,1,0.0,0,1
2022,30.0,2,200,1,0,37,4,3,0.0,1,2,0,1,0,0,2,1,1,4.0,1,0,1,0.0,1,1
2022,30.0,1,126,1,0,10,2,2,0.0,0,2,1,1,0,0,1,0,0,3.0,0,0,1,0.0,0,1
2022,30.0,2,96,1,0,12,2,3,0.0,1,0,0,4,0,0,4,1,2,2.0,0,1,0,0.0,0,1
2022,30.0,1,237,1,0,88,3,4,0.0,1,2,1,1,0,0,1,1,1,2.0,0,0,1,0.0,0,1
2022,30.0,1,81,1,0,23,5,2,0.0,1,2,1,1,0,0,3,1,1,4.0,0,1,1,0.0,0,1
2022,30.0,2,139,1,0,151,1,0,0.0,1,0,0,3,1,3,2,1,1,0.0,1,1,1,0.0,0,1
2022,30.0,2,108,1,0,99,4,3,0.0,1,0,0,1,1,3,2,1,3,3.0,1,1,0,0.0,1,1
2022,30.0,2,136,1,0,40,1,0,0.0,0,0,0,4,1,2,4,1,3,2.0,1,0,1,0.0,0,1
2022,30.0,1,96,1,0,48,2,5,0.0,1,2,0,1,0,0,1,1,3,1.0,1,0,1,0.0,0,0
2022,30.0,1,18,2,1,8,2,1,0.0,0,0,0,3,0,0,4,1,1,1.0,1,0,1,0.0,0,1
2022,30.0,2,54,2,1,5,3,5,0.0,1,0,1,3,0,0,4,1,2,1.0,1,0,0,0.0,0,1
2022,30.0,2,76,2,1,3,4,3,0.0,1,2,0,4,1,3,4,1,3,0.0,1,0,1,0.0,1,1
2022,30.0,2,21,2,1,40,4,2,0.0,1,0,1,3,1,1,4,1,1,2.0,0,1,0,0.0,0,1
2022,30.0,1,176,1,0,68,2,4,0.0,0,2,0,4,1,2,5,1,2,1.0,0,0,1,0.0,0,1
2022,30.0,2,174,1,0,31,1,3,0.0,1,2,1,1,0,0,1,0,0,4.0,1,1,0,0.0,0,1
2022,30.0,1,220,1,0,21,5,4,0.0,0,2,0,4,1,2,4,1,2,1.0,0,0,1,0.0,0,1
2022,30.0,2,121,1,0,51,1,0,0.0,1,2,1,1,1,1,3,1,1,1.0,1,0,1,0.0,1,1
2022,30.0,1,8,2,1,93,4,3,0.0,0,2,0,4,1,2,4,0,0,1.0,1,0,0,0.0,0,1
2022,30.0,2,24,2,0,21,2,3,0.0,0,2,0,4,0,0,5,1,3,0.0,1,0,0,0.0,0,1
2022,30.0,2,147,1,0,57,4,4,0.0,1,2,0,2,0,0,4,1,2,4.0,0,1,0,0.0,1,0
2022,30.0,2,179,1,0,31,4,3,0.0,1,2,0,3,0,0,3,1,1,1.0,1,0,1,0.0,0,1
2022,30.0,2,64,1,0,264,3,5,0.0,1,0,0,1,1,3,1,1,3,1.0,0,1,0,0.0,0,0
2022,30.0,1,208,1,0,100,2,3,0.0,1,0,1,1,0,0,1,0,0,2.0,0,0,1,0.0,1,1
2022,30.0,1,97,1,0,21,2,3,0.0,1,2,1,1,0,0,2,1,1,1.0,0,1,1,0.0,0,1
2022,30.0,1,132,1,0,33,2,4,0.0,1,1,0,0,0,0,1,0,0,4.0,0,0,0,0.0,1,1
2022,30.0,1,189,1,0,21,4,3,0.0,1,2,0,1,0,0,1,1,3,3.0,0,0,1,0.0,1,1
2022,30.0,1,142,1,0,21,1,0,0.0,1,2,1,4,0,0,4,0,0,2.0,1,0,0,0.0,0,1
2022,30.0,1,103,1,0,79,4,3,0.0,1,0,0,1,0,0,4,1,2,4.0,0,0,1,0.0,0,0
2022,30.0,1,141,1,0,113,4,3,0.0,1,1,0,1,0,0,3,1,2,3.0,0,1,1,0.0,0,1
2022,30.0,2,98,1,0,12,4,3,0.0,1,0,0,3,0,0,4,0,3,1.0,1,1,0,0.0,1,1
2022,30.0,2,58,1,0,31,4,4,0.0,1,2,0,1,0,0,1,0,0,4.0,1,0,1,0.0,0,1
2022,30.0,2,116,1,0,3,0,0,0.0,1,2,0,3,0,0,4,0,0,2.0,0,1,0,0.0,0,1
2022,30.0,1,78,1,0,12,3,2,0.0,1,0,1,1,0,0,1,0,0,1.0,0,0,1,0.0,0,1
2022,30.0,1,64,1,0,99,4,3,0.0,1,0,1,2,0,0,3,1,3,1.0,1,1,0,0.0,0,0
2022,30.0,2,121,1,0,104,2,4,0.0,1,2,0,2,1,3,3,0,0,1.0,1,0,1,0.0,0,1
2022,30.0,1,89,1,0,83,2,3,0.0,1,2,0,2,0,0,2,0,0,2.0,1,0,0,0.0,0,1
2022,30.0,1,121,1,0,76,4,3,0.0,0,2,0,1,0,0,3,1,1,1.0,1,1,0,0.0,0,1
2022,30.0,2,66,1,0,78,3,4,0.0,1,2,0,3,0,0,3,1,2,1.0,1,0,1,0.0,0,1
2022,30.0,1,121,1,0,83,4,3,0.0,1,2,1,0,1,1,1,0,0,1.0,1,0,1,0.0,0,1
2022,30.0,2,206,1,0,161,4,5,0.0,1,0,0,1,0,0,1,1,1,4.0,1,1,0,0.0,0,1
2022,29.0,2,171,1,0,157,1,0,0.0,1,3,0,4,1,3,2,1,3,0.0,0,0,1,0.0,0,1
2022,29.0,1,42,2,1,21,2,2,0.0,0,2,0,2,0,0,3,1,3,1.0,1,0,1,0.0,0,1
2022,29.0,2,97,1,0,3,4,3,0.0,1,2,0,4,1,2,4,1,2,1.0,0,1,1,0.0,0,1
2022,29.0,1,35,2,0,15,4,4,0.0,0,0,0,3,0,0,3,1,3,1.0,1,0,1,0.0,0,1
2022,29.0,1,154,1,0,265,3,2,0.0,1,2,0,1,0,0,3,1,2,2.0,1,1,0,0.0,1,1
2022,29.0,1,234,1,0,0,4,4,0.0,1,2,0,1,0,0,2,1,3,1.0,1,0,0,0.0,0,1
2022,29.0,1,81,1,0,40,4,3,0.0,1,0,0,4,0,0,5,1,3,2.0,1,0,1,0.0,0,1
2022,29.0,1,91,1,0,107,4,4,0.0,1,0,0,1,0,0,1,0,0,3.0,1,0,1,0.0,0,1
2022,29.0,1,6,2,1,23,3,4,0.0,0,2,0,4,0,0,4,0,0,1.0,0,0,1,0.0,0,1
2022,29.0,1,54,2,1,21,2,3,0.0,0,2,1,3,0,0,4,0,0,2.0,1,0,1,0.0,0,1
2022,29.0,2,89,1,0,3,1,0,0.0,1,2,1,2,0,0,3,1,3,1.0,1,0,1,0.0,0,1
2022,29.0,1,107,1,0,57,2,4,0.0,1,2,1,1,0,0,4,0,0,2.0,0,0,1,0.0,0,1
2022,29.0,1,89,1,0,0,4,3,0.0,1,2,0,3,1,3,4,1,3,2.0,1,1,0,0.0,1,1
2022,29.0,1,133,1,0,90,3,2,0.0,1,2,0,3,1,3,3,1,3,1.0,1,0,1,0.0,1,1
2022,29.0,1,174,1,0,34,3,3,0.0,0,2,0,4,0,0,4,1,3,1.0,1,0,1,0.0,0,1
2022,29.0,1,29,2,1,21,4,4,0.0,1,2,0,3,0,0,3,1,3,2.0,0,1,1,0.0,0,1
2022,29.0,2,64,1,0,3,1,0,0.0,1,2,1,1,0,0,4,0,0,2.0,1,0,1,0.0,0,1
2022,29.0,1,149,1,0,12,4,3,0.0,1,0,0,1,0,0,2,0,0,1.0,1,0,1,0.0,0,1
2022,29.0,1,100,1,0,21,2,3,0.0,1,2,1,3,0,0,3,0,0,1.0,1,0,1,0.0,0,1
2022,29.0,1,100,1,0,2,4,2,0.0,1,0,1,1,0,0,1,0,3,2.0,1,0,1,0.0,0,1
2022,29.0,2,78,1,0,60,3,4,0.0,1,0,1,2,0,0,2,1,3,2.0,0,0,1,0.0,1,1
2022,29.0,2,33,2,1,11,4,4,0.0,0,0,0,3,0,0,3,0,0,1.0,0,1,1,0.0,0,1
2022,29.0,1,98,1,0,64,3,2,0.0,1,2,0,3,1,3,3,1,3,1.0,1,1,0,0.0,0,1
2022,29.0,2,66,1,0,12,1,0,0.0,1,0,1,1,0,0,4,1,2,3.0,1,1,0,0.0,0,1
2022,29.0,1,16,2,1,57,4,4,0.0,1,2,1,0,0,0,0,0,0,4.0,0,0,1,0.0,0,0
2022,29.0,2,173,2,1,10,0,0,0.0,0,2,0,0,0,0,1,0,0,4.0,0,1,1,0.0,0,1
2022,29.0,1,122,1,0,29,4,4,0.0,1,0,1,1,0,0,0,0,0,3.0,1,0,1,0.0,0,1
2022,29.0,1,197,1,0,64,2,2,0.0,1,2,1,0,0,0,1,0,0,4.0,0,1,0,0.0,0,0
2022,29.0,2,86,1,0,124,2,2,0.0,1,1,0,0,0,0,1,0,0,4.0,0,1,1,0.0,0,1
2022,29.0,2,149,1,0,40,4,2,0.0,1,0,0,0,0,0,3,1,1,4.0,0,0,1,0.0,0,1
2022,29.0,2,121,1,0,0,3,3,0.0,1,2,1,0,0,0,1,0,0,4.0,1,0,1,0.0,0,1
2022,29.0,2,139,1,0,86,4,3,0.0,1,2,0,3,0,0,4,1,2,3.0,0,1,0,0.0,0,1
2022,29.0,2,121,1,0,4,1,0,0.0,1,2,1,2,0,0,3,0,0,4.0,0,1,1,0.0,0,1
2022,29.0,1,96,1,0,9,2,4,0.0,1,2,1,0,0,0,1,0,0,4.0,0,1,0,0.0,0,1
2022,29.0,1,106,1,0,184,3,4,0.0,1,2,1,0,0,0,1,0,0,4.0,0,1,1,0.0,0,0
2022,29.0,1,17,2,1,68,2,2,0.0,0,2,0,1,0,0,1,0,0,1.0,1,0,1,0.0,1,1
2022,29.0,2,166,1,0,93,2,4,0.0,1,2,1,2,0,0,3,1,3,1.0,1,1,0,0.0,0,0
2022,29.0,1,95,1,0,81,2,4,0.0,1,0,1,4,1,3,3,1,1,1.0,1,0,1,0.0,0,1
2022,29.0,1,180,2,1,0,2,4,0.0,1,0,0,3,1,2,4,1,2,1.0,0,1,0,0.0,0,1
2022,29.0,2,136,1,0,15,2,3,0.0,0,0,0,4,1,3,2,1,2,0.0,1,0,1,0.0,0,1
2022,29.0,1,154,1,0,10,1,0,0.0,1,2,0,3,1,2,3,0,0,2.0,1,0,1,0.0,1,1
2022,29.0,1,146,1,0,12,4,4,0.0,1,0,1,3,0,0,3,0,0,1.0,0,0,1,0.0,1,1
2022,29.0,1,93,1,0,11,3,4,0.0,1,0,1,0,0,0,0,0,0,4.0,1,0,1,0.0,0,1
2022,29.0,2,71,1,0,9,6,3,0.0,1,2,1,0,0,0,3,1,2,4.0,0,0,1,0.0,0,1
2022,29.0,1,132,1,0,60,3,4,0.0,1,0,1,0,0,0,1,0,0,4.0,0,1,1,0.0,0,1
2022,29.0,2,85,1,0,57,1,3,0.0,1,2,0,1,0,0,2,1,1,1.0,0,0,1,0.0,1,1
2022,29.0,1,121,1,0,92,1,0,0.0,1,2,0,2,1,3,1,1,3,2.0,1,0,0,0.0,1,1
2022,29.0,2,72,1,0,4,3,3,0.0,1,2,0,1,0,0,1,0,0,4.0,0,1,1,0.0,0,1
2022,29.0,2,81,1,0,8,4,2,0.0,1,0,1,0,0,0,0,0,0,4.0,0,1,0,0.0,0,1
2022,29.0,1,148,1,0,16,3,4,0.0,1,2,1,2,0,0,2,1,2,4.0,0,0,0,0.0,0,1
2022,29.0,1,113,1,0,266,2,4,0.0,1,0,1,1,0,0,1,0,0,4.0,0,0,1,0.0,0,1
2022,29.0,1,74,2,1,125,2,5,0.0,1,2,1,2,0,0,1,1,3,1.0,0,0,1,0.0,0,1
2022,29.0,2,37,2,1,3,2,3,0.0,1,2,0,1,0,0,3,0,0,1.0,1,1,0,0.0,0,1
2022,29.0,1,64,1,0,179,2,4,0.0,1,2,0,4,0,0,3,0,0,2.0,0,0,1,0.0,0,1
2022,29.0,2,110,1,0,19,2,5,0.0,1,3,0,1,0,0,3,0,0,1.0,0,0,1,0.0,0,1
2022,29.0,1,127,1,0,11,4,4,0.0,1,0,0,2,1,3,4,1,2,2.0,0,1,1,0.0,0,1
2022,29.0,2,18,2,1,21,2,3,0.0,0,2,0,5,1,2,5,1,2,1.0,1,1,0,0.0,0,1
2022,29.0,2,57,2,1,42,4,5,0.0,1,1,0,1,0,0,2,0,0,3.0,0,0,1,0.0,0,1
2022,29.0,1,136,1,0,126,5,5,0.0,1,1,0,3,0,0,2,0,0,1.0,0,0,0,0.0,0,0
2022,29.0,1,126,1,0,35,3,4,0.0,1,0,0,1,0,0,3,1,3,3.0,0,0,1,0.0,0,1
2022,29.0,1,208,1,0,100,2,2,0.0,1,0,0,3,1,1,3,1,3,1.0,1,1,0,0.0,0,1
2022,29.0,2,81,1,0,23,2,3,0.0,1,2,0,2,0,0,4,1,2,4.0,1,0,1,0.0,0,0
2022,29.0,1,42,2,0,93,2,4,0.0,1,2,0,3,0,0,4,1,2,2.0,0,0,1,0.0,0,1
2022,29.0,1,98,1,0,0,2,4,0.0,1,2,0,1,0,0,2,1,1,2.0,0,1,1,0.0,0,1
2022,29.0,2,110,1,0,9,3,5,0.0,0,2,0,1,0,0,3,1,2,3.0,0,1,0,0.0,0,1
2022,29.0,2,141,1,0,138,3,4,0.0,0,1,1,0,0,0,1,0,0,4.0,0,0,1,0.0,1,1
2022,29.0,1,78,1,0,0,4,4,0.0,1,0,0,3,0,0,3,1,3,1.0,0,0,1,0.0,0,1
2022,29.0,1,58,1,0,115,4,4,0.0,0,2,1,3,0,0,3,1,3,1.0,0,0,1,0.0,1,1
2022,29.0,1,122,1,0,138,4,4,0.0,1,1,1,1,0,0,2,0,0,4.0,0,0,1,0.0,1,1
2022,29.0,2,172,1,0,9,2,3,0.0,1,2,1,1,0,0,3,1,3,4.0,0,0,1,0.0,0,1
2022,29.0,2,86,1,0,0,2,2,0.0,1,2,0,0,0,0,2,0,0,0.0,0,1,0,0.0,1,1
2022,29.0,1,129,1,0,57,2,4,0.0,1,2,1,1,0,0,1,0,0,1.0,1,1,0,0.0,0,1
2022,29.0,1,246,1,0,0,2,2,0.0,1,0,0,0,0,0,3,0,0,4.0,0,1,0,0.0,0,0
2022,29.0,2,119,1,0,0,2,2,0.0,1,0,0,1,0,0,1,0,0,4.0,0,1,1,0.0,0,1
2022,29.0,2,54,2,1,2,1,0,0.0,1,0,0,3,0,0,3,0,0,2.0,1,1,0,0.0,0,1
2022,29.0,1,86,1,0,66,2,4,0.0,1,0,0,1,0,0,2,1,3,3.0,0,0,0,0.0,1,1
2022,29.0,2,41,2,0,10,3,0,0.0,1,2,0,2,0,0,1,1,3,3.0,1,0,1,0.0,0,1
2022,29.0,1,113,1,0,257,2,4,0.0,1,0,0,1,0,0,3,1,1,1.0,0,0,1,0.0,0,1
2022,29.0,1,124,1,0,267,3,4,0.0,1,2,0,1,0,0,3,0,0,1.0,0,1,1,0.0,0,1
2022,29.0,1,182,2,1,22,2,4,0.0,0,2,0,1,0,0,3,1,3,1.0,0,0,1,0.0,0,1
2022,29.0,2,89,1,0,203,2,2,0.0,1,2,0,4,0,0,4,0,0,1.0,1,0,1,0.0,1,1
2022,29.0,2,129,1,0,4,1,0,0.0,1,2,0,1,0,0,4,1,2,4.0,0,0,1,0.0,1,1
2022,29.0,1,167,1,0,72,4,4,0.0,1,1,1,0,0,0,1,0,0,4.0,0,1,1,0.0,0,1
2022,29.0,1,89,1,0,37,2,3,0.0,1,2,1,1,0,0,1,0,0,1.0,1,0,1,0.0,0,1
2022,29.0,1,100,1,0,49,2,3,0.0,0,3,0,3,1,1,3,1,2,1.0,1,0,0,0.0,0,1
2022,29.0,1,84,1,0,8,3,4,0.0,1,0,0,1,0,0,1,1,1,3.0,0,0,0,0.0,0,1
2022,29.0,1,208,1,0,93,2,3,0.0,1,2,0,1,0,0,2,1,3,4.0,1,0,1,0.0,0,1
2022,29.0,1,72,1,0,4,2,4,0.0,1,2,0,1,0,0,1,0,0,1.0,0,0,1,0.0,0,1
2022,29.0,1,122,1,0,129,4,4,0.0,1,1,1,1,0,0,1,0,0,1.0,0,0,1,0.0,1,1
2022,29.0,2,96,1,0,64,4,2,0.0,1,2,1,2,0,0,1,1,3,1.0,0,1,1,0.0,1,1
2022,29.0,1,96,1,0,2,5,4,0.0,1,0,0,4,0,0,3,0,0,0.0,0,0,1,0.0,0,1
2022,29.0,1,81,1,0,64,4,3,0.0,0,2,0,3,0,0,3,1,2,1.0,0,0,1,0.0,0,1
2022,29.0,2,175,2,1,21,4,3,0.0,1,2,0,3,1,1,2,0,0,0.0,1,1,0,0.0,0,1
2022,29.0,2,85,1,0,3,3,3,0.0,1,2,0,2,0,0,3,0,0,1.0,1,1,0,0.0,0,1
2022,29.0,1,98,1,0,12,4,2,0.0,0,0,0,3,1,1,3,1,3,2.0,0,1,1,0.0,0,1
2022,29.0,2,91,1,0,15,4,5,0.0,0,0,0,3,0,0,3,1,3,1.0,1,0,1,0.0,0,1
2022,29.0,1,65,2,0,151,4,4,0.0,1,0,0,2,0,0,2,1,3,3.0,1,0,1,0.0,0,1
2022,29.0,1,194,1,0,110,4,4,0.0,1,1,1,1,0,0,1,0,0,4.0,1,0,1,0.0,0,1
2022,29.0,1,179,1,0,35,3,4,0.0,1,0,0,2,0,0,2,1,3,2.0,0,0,1,0.0,0,1
2022,29.0,2,70,1,0,31,3,2,0.0,1,2,1,2,0,0,4,1,2,2.0,0,0,1,0.0,0,1
2022,29.0,1,213,1,0,101,2,3,0.0,1,2,1,1,1,1,1,1,3,1.0,1,0,1,0.0,0,1
2022,29.0,1,208,1,0,3,3,3,0.0,1,2,0,4,1,2,4,1,2,2.0,1,0,1,0.0,0,1
2022,29.0,2,89,1,0,31,4,2,0.0,1,2,0,4,1,2,4,1,2,1.0,0,1,0,0.0,0,1
2022,29.0,1,76,2,1,109,1,0,0.0,1,2,0,2,0,0,2,1,3,3.0,1,0,1,0.0,0,1
2022,29.0,1,153,1,0,35,4,5,0.0,1,0,1,2,0,0,3,0,0,4.0,0,0,0,0.0,0,0
2022,29.0,1,141,1,0,75,3,4,0.0,1,2,1,3,0,0,1,1,1,2.0,0,0,0,0.0,1,1
2022,29.0,2,168,1,0,181,4,2,0.0,0,0,0,1,0,0,0,0,0,4.0,0,1,1,0.0,0,1
2022,29.0,2,96,1,0,34,1,0,0.0,0,2,0,4,0,0,4,1,3,2.0,0,1,1,0.0,1,1
2022,29.0,2,121,1,0,37,5,2,0.0,1,2,0,5,1,2,3,1,3,1.0,0,1,0,0.0,0,1
2022,29.0,1,97,1,0,268,2,4,0.0,1,0,1,1,0,0,1,1,1,4.0,0,1,1,0.0,0,1
2022,29.0,1,85,1,0,6,1,0,0.0,1,3,1,1,0,0,2,1,1,3.0,1,0,1,0.0,0,1
2022,29.0,1,95,1,0,31,2,5,0.0,1,2,1,2,0,0,2,1,3,1.0,1,1,0,0.0,0,1
2022,29.0,2,221,1,0,37,4,2,0.0,1,2,1,3,0,0,3,1,3,1.0,0,1,0,0.0,1,1
2022,29.0,1,141,1,0,15,4,4,0.0,1,0,1,3,0,0,1,0,0,4.0,0,0,1,0.0,0,1
2022,29.0,1,98,1,0,31,3,4,0.0,1,2,1,1,0,0,1,0,0,1.0,0,0,1,0.0,0,1
2022,29.0,2,24,2,1,9,1,0,0.0,1,2,0,1,0,0,1,1,3,2.0,1,1,0,0.0,0,1
2022,29.0,2,73,1,0,35,3,4,0.0,1,0,1,0,0,0,0,0,0,0.0,1,0,1,0.0,0,0
2022,29.0,2,89,1,0,203,2,3,0.0,1,2,1,0,0,0,1,0,0,4.0,0,0,1,0.0,1,1
2022,29.0,1,213,1,0,34,1,0,0.0,0,2,0,3,0,0,3,1,3,0.0,1,0,0,0.0,1,1
2022,29.0,1,113,1,0,135,2,4,0.0,0,2,0,0,0,0,1,1,3,4.0,0,1,1,0.0,0,1
2022,29.0,1,81,1,0,40,4,4,0.0,0,0,0,1,0,0,4,0,0,2.0,0,0,1,0.0,0,1
2022,29.0,2,78,1,0,110,2,3,0.0,1,1,1,1,0,0,1,0,0,1.0,0,0,1,0.0,1,1
2022,29.0,2,108,1,0,22,2,2,0.0,1,2,0,1,1,3,1,1,3,1.0,0,1,1,0.0,0,1
2022,29.0,2,72,1,0,252,4,5,0.0,1,2,1,1,0,0,1,0,0,3.0,0,0,1,0.0,1,0
2022,29.0,2,58,1,0,107,2,1,0.0,0,0,1,3,1,3,3,1,3,2.0,1,1,1,0.0,0,0
2022,29.0,1,129,1,0,31,4,2,0.0,1,2,0,3,0,0,3,0,0,1.0,0,1,0,0.0,0,1
2022,29.0,2,39,2,1,3,3,5,0.0,1,2,1,4,0,0,4,0,0,1.0,1,0,0,0.0,0,1
2022,29.0,2,129,1,0,29,3,3,0.0,1,0,0,1,1,3,1,1,3,1.0,1,0,1,0.0,1,0
2022,29.0,2,40,2,1,6,3,3,0.0,1,3,0,2,0,0,3,1,1,3.0,0,1,0,0.0,1,1
2022,29.0,1,70,1,0,79,1,0,0.0,1,0,1,2,1,1,3,1,3,1.0,1,0,0,0.0,0,1
2022,29.0,2,102,1,0,31,2,2,0.0,1,2,0,5,1,1,3,1,3,0.0,0,1,0,0.0,0,1
2022,29.0,2,72,1,0,46,2,2,0.0,1,1,1,1,0,0,1,0,0,0.0,0,0,1,0.0,0,1
2022,29.0,2,196,1,0,12,4,3,0.0,1,0,1,4,1,2,4,0,0,2.0,0,1,1,0.0,0,1
2022,29.0,1,102,1,0,3,3,4,0.0,1,2,0,1,0,0,1,1,1,3.0,0,1,1,0.0,0,1
2022,29.0,2,133,1,0,34,2,2,0.0,0,2,0,2,1,3,3,0,0,0.0,0,1,1,0.0,0,1
2022,29.0,2,133,1,0,34,2,2,0.0,1,2,1,2,0,0,2,0,0,2.0,0,1,0,0.0,1,1
2022,29.0,1,136,1,0,248,3,4,0.0,1,0,0,3,0,0,3,1,1,1.0,0,0,1,0.0,0,1
2022,29.0,2,105,1,0,54,3,3,0.0,0,2,0,4,1,2,4,1,3,0.0,0,0,0,0.0,1,1
2022,29.0,2,7,2,1,3,3,2,0.0,1,2,0,3,0,0,4,1,3,2.0,1,0,0,0.0,1,1
2022,29.0,2,91,1,0,23,3,4,0.0,1,2,1,1,0,0,1,1,3,2.0,0,0,0,0.0,0,1
2022,29.0,1,1,2,0,10,1,0,0.0,1,2,0,4,1,2,4,0,0,1.0,1,0,1,0.0,0,1
2022,29.0,1,95,1,0,12,3,4,0.0,1,0,0,3,0,0,4,0,0,3.0,0,0,1,0.0,0,1
2022,29.0,1,145,1,0,57,3,4,0.0,1,2,1,2,0,0,1,1,3,1.0,0,1,1,0.0,0,1
2022,29.0,1,160,1,0,4,4,1,0.0,1,2,0,4,0,0,4,0,0,2.0,1,0,1,0.0,1,1
2022,29.0,1,65,2,1,93,4,4,0.0,0,2,0,4,1,2,5,1,2,2.0,1,0,1,0.0,0,1
2022,29.0,1,37,2,0,8,4,4,0.0,1,0,0,4,1,2,4,1,2,1.0,0,1,1,0.0,0,1
2022,29.0,1,80,1,0,31,4,2,0.0,1,2,1,3,0,0,3,0,0,2.0,1,0,1,0.0,1,1
2022,29.0,1,190,2,1,91,2,4,0.0,1,1,0,1,1,1,2,1,3,2.0,1,0,0,0.0,0,1
2022,29.0,1,189,1,0,34,3,2,0.0,1,2,0,2,1,3,3,1,3,1.0,1,0,1,0.0,0,1
2022,29.0,1,148,1,0,11,3,4,0.0,1,0,0,1,1,3,2,0,0,3.0,1,0,0,0.0,0,1
2022,29.0,1,121,1,0,40,2,2,0.0,1,0,0,1,0,0,1,0,0,3.0,1,0,1,0.0,0,1
